Year,Hour,Minute,AM/PM,DAY,Deadpp,Totalpp,Bhurtpp,Shurtpp,Churtpp,Btype,Mtype,Type,Blaw,Law,Broad,Road,B1people,B2people,,,,,,,,
2014,2014081320,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,4,12,,,,,,,,
2014,2014081318,5,1,2,1,1,0,0,0,1,11,11,0,0,1,1,1,12,,,,,,,,
2014,2014081317,30,0,2,1,3,0,2,0,2,18,21,0,0,0,0,7,,,,,,,,,
2014,2014081316,50,0,2,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2014,2014081314,11,0,2,3,7,4,0,0,0,10,10,0,1,0,0,1,0,,,,,,,,
2014,2014081312,50,0,2,1,3,2,0,0,0,11,11,0,0,0,0,6,1,,,,,,,,
2014,2014081308,20,0,2,1,2,0,1,0,0,10,10,0,8,1,2,0,1,,,,,,,,
2014,2014081307,0,0,2,1,1,0,0,0,2,2,2,0,0,0,0,6,,,,,,,,,
2014,2014081307,57,0,2,1,1,0,0,0,1,0,0,0,0,1,2,0,12,,,,,,,,
2014,2014081303,55,1,2,1,1,0,0,0,0,10,10,0,2,1,2,2,9,,,,,,,,
2014,2014081302,45,1,2,1,2,1,0,0,2,4,4,0,0,1,2,0,,,,,,,,,
2014,2014081300,18,1,2,1,1,0,0,0,2,11,11,0,0,0,0,2,,,,,,,,,
2014,2014081300,10,1,2,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2014,2014081300,25,1,2,1,1,0,0,0,2,4,4,0,0,1,1,0,,,,,,,,,
2014,2014081300,55,1,2,1,1,0,0,0,2,11,11,0,9,1,2,1,,,,,,,,,
2014,2014081223,13,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,12,,,,,,,,
2014,2014081221,0,1,1,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014081221,10,1,1,1,1,0,0,0,0,10,10,0,6,1,2,0,2,,,,,,,,
2014,2014081218,25,1,1,1,1,0,0,0,1,6,6,0,0,1,2,0,12,,,,,,,,
2014,2014081217,48,0,1,1,1,0,0,0,1,0,0,0,2,1,2,4,12,,,,,,,,
2014,2014081208,49,0,1,1,2,1,0,0,2,4,4,0,0,0,4,0,,,,,,,,,
2014,2014081205,9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014081203,45,1,1,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2014,2014081201,30,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014081200,55,1,1,1,1,0,0,0,0,11,11,0,2,1,2,0,7,,,,,,,,
2014,2014081120,15,1,0,1,3,0,2,0,0,5,18,0,0,0,4,1,0,,,,,,,,
2014,2014081120,30,1,0,1,3,2,0,0,0,11,11,0,1,0,0,1,0,,,,,,,,
2014,2014081115,15,0,0,1,2,0,1,0,0,5,19,0,0,0,0,1,1,,,,,,,,
2014,2014081113,11,0,0,1,1,0,0,0,2,18,20,0,0,1,1,7,,,,,,,,,
2014,2014081112,50,0,0,1,2,0,0,1,2,2,2,0,0,0,0,0,,,,,,,,,
2014,2014081112,30,0,0,1,1,0,0,0,0,11,11,0,0,0,0,4,2,,,,,,,,
2014,2014081109,50,0,0,1,1,0,0,0,1,11,11,0,2,1,2,1,12,,,,,,,,
2014,2014081108,30,0,0,1,2,0,1,0,0,5,18,0,0,0,0,0,1,,,,,,,,
2014,2014081105,10,1,0,1,2,0,1,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2014,2014081020,30,1,6,1,3,1,1,0,0,11,11,0,5,0,0,0,1,,,,,,,,
2014,2014081020,50,1,6,1,1,0,0,0,0,5,18,0,0,1,1,0,7,,,,,,,,
2014,2014081015,20,0,6,1,2,0,1,0,0,11,11,0,1,0,0,0,8,,,,,,,,
2014,2014081013,10,0,6,1,1,0,0,0,2,11,11,0,0,0,0,2,,,,,,,,,
2014,2014081010,20,0,6,1,1,0,0,0,0,10,10,0,0,0,0,0,2,,,,,,,,
2014,2014081006,20,0,6,1,2,0,1,0,0,10,10,0,0,1,1,1,0,,,,,,,,
2014,2014081002,54,1,6,1,1,0,0,0,1,6,6,0,4,0,0,0,12,,,,,,,,
2014,2014080923,55,1,5,1,1,0,0,0,0,5,19,0,0,0,0,2,0,,,,,,,,
2014,2014080919,55,1,5,1,1,0,0,0,1,0,0,0,3,1,1,4,12,,,,,,,,
2014,2014080915,40,0,5,1,2,1,0,0,0,11,11,0,8,1,2,7,0,,,,,,,,
2014,2014080909,20,0,5,1,1,0,0,0,0,10,10,0,4,0,0,0,3,,,,,,,,
2014,2014080905,25,1,5,1,1,0,0,0,0,1,1,0,0,1,2,2,6,,,,,,,,
2014,2014080902,35,1,5,1,2,1,0,0,0,11,11,0,0,0,0,1,1,,,,,,,,
2014,2014080823,30,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014080820,20,1,4,1,5,4,0,0,0,10,10,0,0,1,2,0,0,,,,,,,,
2014,2014080818,0,1,4,1,1,0,0,0,2,18,20,0,0,0,0,3,,,,,,,,,
2014,2014080812,35,0,4,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2014,2014080810,48,0,4,1,3,0,1,1,1,11,11,0,0,0,0,1,12,,,,,,,,
2014,2014080810,10,0,4,1,1,0,0,0,1,0,0,0,0,1,2,0,12,,,,,,,,
2014,2014080804,18,1,4,1,15,0,8,6,0,11,11,0,0,0,0,0,1,,,,,,,,
2014,2014080723,1,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014080722,30,1,3,1,1,0,0,0,1,0,0,0,4,0,0,0,12,,,,,,,,
2014,2014080715,55,0,3,1,4,0,0,3,0,1,1,0,0,0,0,0,0,,,,,,,,
2014,2014080715,14,0,3,1,1,0,0,0,0,5,18,0,10,0,0,2,4,,,,,,,,
2014,2014080715,30,0,3,1,1,0,0,0,0,10,10,0,0,0,0,0,7,,,,,,,,
2014,2014080713,12,0,3,1,1,0,0,0,0,5,18,0,0,0,0,1,1,,,,,,,,
2014,2014080713,38,0,3,1,2,0,1,0,0,1,1,0,1,0,0,7,0,,,,,,,,
2014,2014080711,30,0,3,1,1,0,0,0,1,11,11,0,0,1,2,6,12,,,,,,,,
2014,2014080708,50,0,3,1,1,0,0,0,0,10,10,0,0,1,1,0,7,,,,,,,,
2014,2014080708,30,0,3,1,2,1,0,0,0,11,11,0,0,1,1,8,2,,,,,,,,
2014,2014080707,14,0,3,1,1,0,0,0,0,10,10,0,0,1,2,1,3,,,,,,,,
2014,2014080706,40,0,3,1,1,0,0,0,1,0,0,0,3,0,0,0,12,,,,,,,,
2014,2014080622,20,1,2,1,2,0,1,0,1,11,11,0,0,1,1,0,12,,,,,,,,
2014,2014080620,14,1,2,1,2,0,1,0,1,9,9,0,0,0,0,1,12,,,,,,,,
2014,2014080618,0,1,2,1,1,0,0,0,2,2,2,0,0,0,0,8,,,,,,,,,
2014,2014080616,30,0,2,2,2,0,0,0,2,18,20,0,0,0,0,1,,,,,,,,,
2014,2014080613,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014080613,35,0,2,1,2,1,0,0,0,1,1,0,1,0,0,4,4,,,,,,,,
2014,2014080611,23,0,2,1,1,0,0,0,1,11,11,0,2,1,2,0,12,,,,,,,,
2014,2014080611,20,0,2,1,1,0,0,0,1,0,0,0,0,1,2,0,12,,,,,,,,
2014,2014080611,0,0,2,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2014,2014080608,40,0,2,1,1,0,0,0,1,11,11,0,0,0,0,4,12,,,,,,,,
2014,2014080608,20,0,2,1,1,0,0,0,1,11,11,0,0,1,2,6,12,,,,,,,,
2014,2014080607,10,0,2,1,1,0,0,0,1,11,11,0,0,0,0,4,12,,,,,,,,
2014,2014080605,35,1,2,1,2,0,1,0,1,11,11,0,4,0,0,0,12,,,,,,,,
2014,2014080603,0,1,2,1,3,1,1,0,0,1,1,0,1,0,0,0,1,,,,,,,,
2014,2014080601,56,1,2,1,1,0,0,0,1,0,0,0,0,0,5,0,12,,,,,,,,
2014,2014080601,25,1,2,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2014,2014080519,25,1,1,1,1,0,0,0,0,5,19,0,0,0,0,0,1,,,,,,,,
2014,2014080519,50,1,1,1,1,0,0,0,1,11,11,0,0,1,1,0,12,,,,,,,,
2014,2014080519,55,1,1,1,1,0,0,0,2,18,20,0,0,0,0,2,,,,,,,,,
2014,2014080518,40,1,1,1,4,1,2,0,0,10,10,0,6,1,1,0,0,,,,,,,,
2014,2014080516,0,0,1,1,2,0,1,0,2,18,20,0,0,0,0,8,,,,,,,,,
2014,2014080514,15,0,1,1,2,1,0,0,0,11,11,0,1,0,0,9,6,,,,,,,,
2014,2014080514,0,0,1,1,1,0,0,0,0,11,11,0,2,1,2,1,2,,,,,,,,
2014,2014080513,21,0,1,1,1,0,0,0,1,0,0,0,0,0,5,1,12,,,,,,,,
2014,2014080511,11,0,1,1,2,1,0,0,0,10,10,0,0,0,0,0,2,,,,,,,,
2014,2014080509,40,0,1,1,4,2,1,0,0,10,10,0,6,1,2,1,4,,,,,,,,
2014,2014080505,13,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014080500,30,1,1,1,3,0,2,0,1,11,11,0,4,0,0,0,12,,,,,,,,
2014,2014080422,45,1,0,3,3,0,0,0,0,1,1,0,1,0,4,0,0,,,,,,,,
2014,2014080420,38,1,0,1,3,1,1,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014080419,35,1,0,1,2,1,0,0,0,10,10,0,2,1,2,0,7,,,,,,,,
2014,2014080419,15,1,0,1,1,0,0,0,2,2,2,0,0,3,9,8,,,,,,,,,
2014,2014080416,33,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,12,,,,,,,,
2014,2014080416,20,0,0,2,5,1,2,0,1,0,0,0,2,0,5,1,12,,,,,,,,
2014,2014080412,6,0,0,1,1,0,0,0,0,11,11,0,2,1,2,4,2,,,,,,,,
2014,2014080404,58,1,0,1,1,0,0,0,0,5,19,0,0,1,1,9,0,,,,,,,,
2014,2014080402,59,1,0,1,1,0,0,0,1,6,6,0,0,0,0,0,12,,,,,,,,
2014,2014080400,55,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014080321,15,1,6,1,3,2,0,0,0,1,1,0,1,0,0,0,0,,,,,,,,
2014,2014080321,2,1,6,2,7,2,3,0,0,10,10,0,1,0,0,0,0,,,,,,,,
2014,2014080316,20,0,6,1,3,0,2,0,0,10,10,0,1,0,0,1,0,,,,,,,,
2014,2014080310,13,0,6,1,3,2,0,0,0,5,19,0,0,0,0,0,1,,,,,,,,
2014,2014080309,55,0,6,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014080307,30,0,6,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014080301,10,1,6,1,1,0,0,0,1,0,0,0,0,1,2,0,12,,,,,,,,
2014,2014080301,14,1,6,1,1,0,0,0,0,11,11,0,0,0,0,0,0,,,,,,,,
2014,2014080300,4,1,6,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014080300,9,1,6,1,1,0,0,0,2,4,4,0,0,0,0,1,,,,,,,,,
2014,2014080223,0,1,5,1,6,1,4,0,0,5,19,0,0,1,1,0,0,,,,,,,,
2014,2014080222,20,1,5,1,1,0,0,0,2,4,4,0,0,1,1,0,,,,,,,,,
2014,2014080220,15,1,5,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2014,2014080220,0,1,5,1,1,0,0,0,0,11,11,0,0,0,0,0,0,,,,,,,,
2014,2014080217,0,0,5,1,1,0,0,0,2,11,11,0,0,0,0,0,,,,,,,,,
2014,2014080215,4,0,5,1,3,2,0,0,0,10,10,0,1,0,0,4,0,,,,,,,,
2014,2014080215,40,0,5,1,4,0,3,0,0,5,18,0,0,0,0,6,0,,,,,,,,
2014,2014080215,40,0,5,1,2,1,0,0,0,1,1,0,1,1,1,0,0,,,,,,,,
2014,2014080212,40,0,5,1,1,0,0,0,0,11,11,0,6,1,2,1,7,,,,,,,,
2014,2014080212,30,0,5,1,4,3,0,0,0,1,1,0,1,0,0,0,0,,,,,,,,
2014,2014080210,5,0,5,1,1,0,0,0,2,18,21,0,0,0,0,0,,,,,,,,,
2014,2014080206,0,0,5,1,1,0,0,0,2,4,4,0,0,1,2,0,,,,,,,,,
2014,2014080205,25,1,5,1,1,0,0,0,0,11,11,0,2,1,2,7,0,,,,,,,,
2014,2014080203,18,1,5,1,2,0,1,0,0,5,19,0,0,1,1,0,1,,,,,,,,
2014,2014080203,50,1,5,1,2,1,0,0,0,5,18,0,5,0,0,1,1,,,,,,,,
2014,2014080200,40,1,5,1,1,0,0,0,0,5,18,0,2,0,0,0,7,,,,,,,,
2014,2014080120,6,1,4,1,1,0,0,0,0,11,11,0,0,0,0,2,0,,,,,,,,
2014,2014080117,10,0,4,2,2,0,0,0,0,1,1,0,0,0,0,0,7,,,,,,,,
2014,2014080116,20,0,4,2,5,3,0,0,0,1,1,0,1,0,0,0,4,,,,,,,,
2014,2014080110,5,0,4,1,1,0,0,0,0,11,11,0,0,0,0,1,2,,,,,,,,
2014,2014080107,15,0,4,1,1,0,0,0,0,10,10,0,0,0,0,0,2,,,,,,,,
2014,2014080105,30,1,4,1,1,0,0,0,2,4,4,0,0,0,0,7,,,,,,,,,
2014,2014080100,31,1,4,1,1,0,0,0,0,11,11,0,0,1,1,7,0,,,,,,,,
2014,2014073123,10,1,3,1,1,0,0,0,1,0,0,0,0,1,2,4,12,,,,,,,,
2014,2014073122,35,1,3,1,1,0,0,0,2,4,4,0,0,0,0,7,,,,,,,,,
2014,2014073122,55,1,3,1,1,0,0,0,1,9,9,0,0,1,1,0,12,,,,,,,,
2014,2014073120,5,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014073120,43,1,3,1,1,0,0,0,0,11,11,0,0,1,1,1,3,,,,,,,,
2014,2014073120,0,1,3,1,1,0,0,0,0,11,11,0,0,0,0,1,3,,,,,,,,
2014,2014073118,25,1,3,1,1,0,0,0,0,10,10,0,1,0,0,1,2,,,,,,,,
2014,2014073114,37,0,3,1,1,0,0,0,2,11,11,0,0,0,0,2,,,,,,,,,
2014,2014073114,0,0,3,1,2,1,0,0,0,11,11,0,1,0,0,7,1,,,,,,,,
2014,2014073113,50,0,3,1,1,0,0,0,2,4,4,0,0,1,2,1,,,,,,,,,
2014,2014073110,10,0,3,1,1,0,0,0,2,18,20,0,0,0,0,0,,,,,,,,,
2014,2014073110,50,0,3,1,1,0,0,0,2,18,20,0,0,0,0,2,,,,,,,,,
2014,2014073107,14,0,3,1,1,0,0,0,2,4,4,0,0,1,2,0,,,,,,,,,
2014,2014073106,35,0,3,1,1,0,0,0,0,10,10,0,2,1,2,0,1,,,,,,,,
2014,2014073106,39,0,3,1,1,0,0,0,0,10,10,0,1,0,0,4,2,,,,,,,,
2014,2014073102,55,1,3,1,6,0,2,3,0,5,19,0,0,1,1,0,1,,,,,,,,
2014,2014073101,8,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014073023,20,1,2,1,1,0,0,0,0,11,11,0,2,1,2,0,2,,,,,,,,
2014,2014073022,10,1,2,1,3,2,0,0,0,5,18,0,0,0,0,0,0,,,,,,,,
2014,2014073016,25,0,2,1,1,0,0,0,0,10,10,0,0,1,2,1,2,,,,,,,,
2014,2014073005,45,1,2,1,1,0,0,0,2,11,11,0,0,0,0,3,,,,,,,,,
2014,2014073003,43,1,2,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014073000,30,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014072920,0,1,1,1,1,0,0,0,1,0,0,0,3,0,5,0,12,,,,,,,,
2014,2014072913,0,0,1,1,1,0,0,0,2,4,4,0,0,0,4,0,,,,,,,,,
2014,2014072912,25,0,1,1,1,0,0,0,0,10,10,0,0,1,2,7,4,,,,,,,,
2014,2014072907,51,0,1,1,1,0,0,0,0,11,11,0,5,0,0,3,0,,,,,,,,
2014,2014072904,27,1,1,1,1,0,0,0,1,11,11,0,0,0,0,4,12,,,,,,,,
2014,2014072904,45,1,1,1,1,0,0,0,2,11,11,0,0,0,0,7,,,,,,,,,
2014,2014072902,8,1,1,1,1,0,0,0,0,11,11,0,0,0,0,4,2,,,,,,,,
2014,2014072901,42,1,1,1,4,2,1,0,0,11,11,0,2,1,2,1,0,,,,,,,,
2014,2014072823,0,1,0,1,1,0,0,0,2,2,2,0,0,1,1,7,,,,,,,,,
2014,2014072823,0,1,0,1,1,0,0,0,1,6,6,0,0,0,0,0,12,,,,,,,,
2014,2014072822,20,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014072820,20,1,0,1,1,0,0,0,2,2,2,0,0,0,0,7,,,,,,,,,
2014,2014072818,45,1,0,1,1,0,0,0,0,11,11,0,6,1,2,0,7,,,,,,,,
2014,2014072816,54,0,0,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2014,2014072813,29,0,0,1,1,0,0,0,0,11,11,0,5,1,1,2,4,,,,,,,,
2014,2014072811,20,0,0,1,1,0,0,0,2,11,11,0,0,0,0,0,,,,,,,,,
2014,2014072809,20,0,0,1,1,0,0,0,2,18,21,0,0,0,0,2,,,,,,,,,
2014,2014072804,52,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014072803,50,1,0,1,2,0,1,0,0,5,18,0,0,0,0,1,1,,,,,,,,
2014,2014072801,35,1,0,2,4,1,1,0,0,11,11,0,0,0,0,0,0,,,,,,,,
2014,2014072800,3,1,0,1,1,0,0,0,1,0,0,0,3,0,5,0,12,,,,,,,,
2014,2014072721,40,1,6,1,1,0,0,0,1,0,0,0,0,0,0,2,12,,,,,,,,
2014,2014072721,36,1,6,1,1,0,0,0,0,5,18,0,0,0,0,0,3,,,,,,,,
2014,2014072720,48,1,6,1,1,0,0,0,0,5,18,0,0,0,4,0,9,,,,,,,,
2014,2014072720,0,1,6,1,1,0,0,0,2,11,11,0,0,1,2,7,,,,,,,,,
2014,2014072720,0,1,6,1,1,0,0,0,0,10,10,0,4,0,0,4,3,,,,,,,,
2014,2014072720,30,1,6,1,1,0,0,0,0,11,11,0,0,0,0,0,0,,,,,,,,
2014,2014072719,17,1,6,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014072719,29,1,6,1,2,0,1,0,1,11,11,0,0,1,2,0,12,,,,,,,,
2014,2014072719,22,1,6,1,3,2,0,0,0,1,1,0,6,1,2,0,0,,,,,,,,
2014,2014072718,10,1,6,1,6,5,0,0,2,2,2,0,0,0,0,1,,,,,,,,,
2014,2014072717,18,0,6,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014072717,0,0,6,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2014,2014072715,15,0,6,1,3,1,0,1,0,10,10,0,1,0,0,4,1,,,,,,,,
2014,2014072706,55,0,6,1,7,2,4,0,0,5,18,0,0,0,0,1,1,,,,,,,,
2014,2014072705,24,1,6,1,1,0,0,0,2,11,11,0,0,6,6,3,,,,,,,,,
2014,2014072620,35,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014072619,35,1,5,1,2,0,1,0,0,11,11,0,2,1,2,2,0,,,,,,,,
2014,2014072617,0,0,5,1,1,0,0,0,2,4,4,0,0,0,0,3,,,,,,,,,
2014,2014072617,7,0,5,1,3,1,1,0,1,9,9,0,0,0,0,1,12,,,,,,,,
2014,2014072613,30,0,5,1,1,0,0,0,0,1,1,0,2,1,2,0,2,,,,,,,,
2014,2014072610,37,0,5,1,2,1,0,0,0,11,11,0,1,1,1,0,0,,,,,,,,
2014,2014072608,40,0,5,1,1,0,0,0,2,18,20,0,9,0,0,1,,,,,,,,,
2014,2014072606,6,0,5,1,1,0,0,0,0,10,10,0,8,1,2,1,7,,,,,,,,
2014,2014072604,20,1,5,1,1,0,0,0,1,0,0,0,0,1,2,0,12,,,,,,,,
2014,2014072603,9,1,5,1,1,0,0,0,2,18,20,0,9,0,0,8,,,,,,,,,
2014,2014072602,50,1,5,1,1,0,0,0,1,0,0,0,0,1,2,0,12,,,,,,,,
2014,2014072523,15,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014072523,40,1,4,1,1,0,0,0,2,4,4,0,0,1,2,0,,,,,,,,,
2014,2014072519,50,1,4,1,1,0,0,0,1,11,11,0,0,3,9,1,12,,,,,,,,
2014,2014072517,0,0,4,1,2,1,0,0,0,1,1,0,1,0,0,1,1,,,,,,,,
2014,2014072517,20,0,4,1,1,0,0,0,0,10,10,0,6,1,2,7,0,,,,,,,,
2014,2014072516,26,0,4,2,7,5,0,0,0,1,1,0,1,0,0,0,0,,,,,,,,
2014,2014072515,20,0,4,1,4,2,1,0,0,1,1,0,1,0,0,1,0,,,,,,,,
2014,2014072515,35,0,4,1,1,0,0,0,0,10,10,0,0,0,0,7,0,,,,,,,,
2014,2014072514,15,0,4,1,1,0,0,0,2,2,2,0,0,0,0,1,,,,,,,,,
2014,2014072510,18,0,4,2,2,0,0,0,0,5,18,0,1,0,0,2,0,,,,,,,,
2014,2014072509,27,0,4,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2014,2014072508,16,0,4,1,1,0,0,0,0,10,10,0,0,1,2,0,2,,,,,,,,
2014,2014072505,0,1,4,1,1,0,0,0,2,18,21,0,0,0,0,0,,,,,,,,,
2014,2014072503,5,1,4,1,1,0,0,0,0,5,18,0,2,1,2,2,0,,,,,,,,
2014,2014072501,20,1,4,1,2,1,0,0,1,0,0,0,3,0,5,0,12,,,,,,,,
2014,2014072501,0,1,4,1,1,0,0,0,0,5,19,0,0,0,0,2,6,,,,,,,,
2014,2014072423,30,1,3,1,3,1,1,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014072422,12,1,3,1,2,1,0,0,0,5,19,0,0,0,0,2,6,,,,,,,,
2014,2014072422,40,1,3,1,1,0,0,0,0,11,11,0,0,0,0,0,0,,,,,,,,
2014,2014072421,40,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014072421,26,1,3,1,1,0,0,0,0,10,10,0,2,1,2,7,4,,,,,,,,
2014,2014072420,27,1,3,1,1,0,0,0,1,11,11,0,0,0,0,10,12,,,,,,,,
2014,2014072418,35,1,3,1,1,0,0,0,1,0,0,0,2,1,1,4,12,,,,,,,,
2014,2014072418,13,1,3,1,1,0,0,0,1,6,6,0,0,0,0,0,12,,,,,,,,
2014,2014072417,10,0,3,1,1,0,0,0,2,11,11,0,0,0,0,2,,,,,,,,,
2014,2014072413,50,0,3,1,1,0,0,0,1,11,11,0,2,1,1,0,12,,,,,,,,
2014,2014072413,55,0,3,1,1,0,0,0,2,11,11,0,0,0,0,1,,,,,,,,,
2014,2014072412,15,0,3,1,1,0,0,0,0,11,11,0,6,1,1,0,2,,,,,,,,
2014,2014072411,0,0,3,1,1,0,0,0,1,0,0,0,0,1,1,1,12,,,,,,,,
2014,2014072411,47,0,3,1,1,0,0,0,0,10,10,0,0,1,2,0,2,,,,,,,,
2014,2014072411,55,0,3,1,3,1,1,0,0,10,10,0,1,0,0,0,2,,,,,,,,
2014,2014072410,50,0,3,1,1,0,0,0,0,11,11,0,2,1,2,7,4,,,,,,,,
2014,2014072402,0,1,3,1,1,0,0,0,2,11,11,0,4,1,1,0,,,,,,,,,
2014,2014072402,25,1,3,1,1,0,0,0,0,11,11,0,0,0,0,10,2,,,,,,,,
2014,2014072400,30,1,3,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014072400,15,1,3,1,1,0,0,0,1,9,9,0,4,0,0,0,12,,,,,,,,
2014,2014072323,23,1,2,1,1,0,0,0,0,5,18,0,0,0,0,0,1,,,,,,,,
2014,2014072320,35,1,2,1,1,0,0,0,1,11,11,0,3,0,5,0,12,,,,,,,,
2014,2014072316,30,0,2,1,1,0,0,0,0,11,11,0,0,1,1,6,3,,,,,,,,
2014,2014072311,25,0,2,1,2,1,0,0,2,11,11,0,0,0,0,0,,,,,,,,,
2014,2014072307,0,0,2,1,3,1,1,0,2,4,4,0,0,0,0,9,,,,,,,,,
2014,2014072305,50,1,2,1,5,4,0,0,0,10,10,0,2,1,2,4,0,,,,,,,,
2014,2014072221,20,1,1,1,1,0,0,0,0,10,10,0,0,1,2,1,3,,,,,,,,
2014,2014072221,10,1,1,1,1,0,0,0,1,0,0,0,4,0,4,0,12,,,,,,,,
2014,2014072219,35,1,1,1,1,0,0,0,1,6,6,0,0,0,0,2,12,,,,,,,,
2014,2014072213,0,0,1,1,1,0,0,0,0,11,11,0,0,0,0,7,0,,,,,,,,
2014,2014072209,5,0,1,1,1,0,0,0,1,11,11,0,4,0,0,0,12,,,,,,,,
2014,2014072209,30,0,1,1,2,0,1,0,1,9,9,0,0,0,0,9,12,,,,,,,,
2014,2014072208,35,0,1,1,1,0,0,0,1,0,0,0,3,0,5,1,12,,,,,,,,
2014,2014072205,5,1,1,1,2,1,0,0,1,0,0,0,0,3,9,0,12,,,,,,,,
2014,2014072202,40,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2014,2014072202,10,1,1,1,4,0,3,0,0,11,11,0,4,0,0,0,0,,,,,,,,
2014,2014072201,35,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,,,,,,,,
2014,2014072200,20,1,1,1,1,0,0,0,2,18,20,0,0,0,0,0,,,,,,,,,
2014,2014072123,48,1,0,1,3,0,2,0,0,5,18,0,0,0,0,1,1,,,,,,,,
2014,2014072121,0,1,0,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2014,2014072120,20,1,0,1,1,0,0,0,2,18,20,0,0,0,0,8,,,,,,,,,
2014,2014072118,48,1,0,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014072117,40,0,0,1,2,1,0,0,0,10,10,0,0,1,2,1,1,,,,,,,,
2014,2014072116,15,0,0,1,1,0,0,0,0,11,11,0,2,1,2,0,7,,,,,,,,
2014,2014072116,25,0,0,1,1,0,0,0,0,1,1,0,1,1,1,7,0,,,,,,,,
2014,2014072116,17,0,0,1,1,0,0,0,2,4,4,0,0,0,0,2,,,,,,,,,
2014,2014072115,20,0,0,1,1,0,0,0,0,10,10,0,2,1,2,7,1,,,,,,,,
2014,2014072115,20,0,0,1,1,0,0,0,1,6,6,0,0,0,0,0,12,,,,,,,,
2014,2014072113,35,0,0,1,4,2,1,0,0,5,19,0,0,1,1,0,4,,,,,,,,
2014,2014072112,55,0,0,1,1,0,0,0,0,11,11,0,5,1,1,0,4,,,,,,,,
2014,2014072112,59,0,0,1,1,0,0,0,0,11,11,0,0,0,0,0,1,,,,,,,,
2014,2014072104,30,1,0,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2014,2014072102,25,1,0,1,3,2,0,0,2,2,2,0,0,1,1,7,,,,,,,,,
2014,2014072019,25,1,6,1,1,0,0,0,2,11,11,0,0,0,10,7,,,,,,,,,
2014,2014072017,40,0,6,1,1,0,0,0,1,11,11,0,0,1,2,0,12,,,,,,,,
2014,2014072015,50,0,6,1,1,0,0,0,0,5,18,0,0,0,0,3,0,,,,,,,,
